animal_id,name,datetime,datetime2,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color
A658012,Lucio,2013-10-01T13:48:00.000,2013-10-01T13:48:00.000,1505 Darold Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Red
A636021,Sera,2013-10-01T14:12:00.000,2013-10-01T14:12:00.000,1156 W Cesar Chavez in Austin (TX),Public Assist,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Brown
A664275,Mcdermot,2013-10-01T14:12:00.000,2013-10-01T14:12:00.000,4905 Alf in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tricolor
A664277,*Pogo,2013-10-01T14:12:00.000,2013-10-01T14:12:00.000,4905 Alf in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Chihuahua Shorthair Mix,White/Brown
A664280,Coco,2013-10-01T14:34:00.000,2013-10-01T14:34:00.000,W Pflugerville Pkwy/Zola Ln in Pflugerville (TX),Stray,Normal,Dog,Spayed Female,6 years,Miniature Poodle Mix,Apricot
A660220,Jade,2013-10-01T14:35:00.000,2013-10-01T14:35:00.000,Austin (TX),Euthanasia Request,Injured,Dog,Spayed Female,1 year,Yorkshire Terrier/Miniature Poodle,Gray
A634503,Otter,2013-10-01T14:49:00.000,2013-10-01T14:49:00.000,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Norfolk Terrier Mix,Tan
A664281,,2013-10-01T15:13:00.000,2013-10-01T15:13:00.000,14824 Falling Stone Ln in Travis (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A664282,,2013-10-01T15:13:00.000,2013-10-01T15:13:00.000,14824 Falling Stone Ln in Travis (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Longhair Mix,Brown Tabby
A664283,Juliet,2013-10-01T15:20:00.000,2013-10-01T15:20:00.000,1001 Bouldin Ave in Austin (TX),Stray,Nursing,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A664284,,2013-10-01T15:20:00.000,2013-10-01T15:20:00.000,1001 Bouldin Ave in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair Mix,Black/White
A664285,,2013-10-01T15:20:00.000,2013-10-01T15:20:00.000,1001 Bouldin Ave in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair Mix,Black
A664286,Sugar,2013-10-01T15:38:00.000,2013-10-01T15:38:00.000,16310 Bratton Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Brown
A664287,Daisy,2013-10-01T15:38:00.000,2013-10-01T15:38:00.000,16310 Bratton Ln in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Brown/White
A664288,,2013-10-01T15:52:00.000,2013-10-01T15:52:00.000,11612 Gemmer St in Del Valle (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue/White
A659642,*Trevor,2013-10-01T15:58:00.000,2013-10-01T15:58:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Dachshund/Basset Hound,Brown Brindle
A664289,,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A664292,,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Brown Tabby/White
A664293,*Romeo,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black/White
A664294,*Juliet,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
A664295,*Paris,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White
A664296,*Mercutio,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A664297,*Tybalt,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A664298,*Benvolio,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby
A664302,,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Black/White
A664303,,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Brown Tabby
A664304,,2013-10-01T16:03:00.000,2013-10-01T16:03:00.000,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Orange Tabby
A664290,*Taylor,2013-10-01T16:05:00.000,2013-10-01T16:05:00.000,Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
A664291,*Tyler,2013-10-01T16:05:00.000,2013-10-01T16:05:00.000,Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A664299,*Doc,2013-10-01T16:10:00.000,2013-10-01T16:10:00.000,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Anatol Shepherd/Great Pyrenees,White/Tricolor
A664300,*Happy,2013-10-01T16:10:00.000,2013-10-01T16:10:00.000,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Anatol Shepherd/Great Pyrenees,White/Tricolor
A664301,Neville,2013-10-01T16:10:00.000,2013-10-01T16:10:00.000,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Anatol Shepherd/Great Pyrenees,White/Tan
A664305,Annabelle,2013-10-01T16:10:00.000,2013-10-01T16:10:00.000,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Anatol Shepherd/Labrador Retriever,White
A664306,*Tiny,2013-10-01T16:10:00.000,2013-10-01T16:10:00.000,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,White/Tricolor
A664307,*Sneezy,2013-10-01T16:10:00.000,2013-10-01T16:10:00.000,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Anatol Shepherd/Labrador Retriever,Cream
A664308,Bruce,2013-10-01T16:10:00.000,2013-10-01T16:10:00.000,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Male,6 years,Australian Cattle Dog Mix,Tricolor
A664309,*Romo,2013-10-01T16:19:00.000,2013-10-01T16:19:00.000,12407 Emery Oaks Dr. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan
A646850,Lizzy,2013-10-01T16:21:00.000,2013-10-01T16:21:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,German Shepherd Mix,Brown/White
A664310,Chan,2013-10-01T17:02:00.000,2013-10-01T17:02:00.000,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Orange Tabby/White
A664313,,2013-10-01T17:27:00.000,2013-10-01T17:27:00.000,2001 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie
A659035,Zoe,2013-10-01T17:39:00.000,2013-10-01T17:39:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,Belgian Malinois Mix,Tan/White
A477934,Suzie Q,2013-10-01T17:48:00.000,2013-10-01T17:48:00.000,3808 S. 1St St in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Pit Bull Mix,Red/White
A645345,Honey,2013-10-01T17:54:00.000,2013-10-01T17:54:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A664319,Boris,2013-10-01T18:27:00.000,2013-10-01T18:27:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,6 months,Jack Russell Terrier/Chihuahua Shorthair,Tan/Black
A664321,,2013-10-01T18:50:00.000,2013-10-01T18:50:00.000,Airport And Denson in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/Cream
A664322,*Eloise,2013-10-01T19:01:00.000,2013-10-01T19:01:00.000,Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A656387,Ned,2013-10-01T19:05:00.000,2013-10-01T19:05:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Chow Chow,Red/White
A664326,*Wilbur,2013-10-01T23:16:00.000,2013-10-01T23:16:00.000,4503 Dove Springs Rd. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Tan/White
A609552,Zuzu,2013-10-02T07:41:00.000,2013-10-02T07:41:00.000,4434 Frontier in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Doberman Pinsch/Pit Bull,Black/Tan
A664328,,2013-10-02T08:04:00.000,2013-10-02T08:04:00.000,2Nd Street in Austin (TX),Wildlife,Sick,Other,Unknown,4 months,Bat Mix,Brown
A664329,,2013-10-02T08:06:00.000,2013-10-02T08:06:00.000,4434 Frontier in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A664335,Angie,2013-10-02T10:51:00.000,2013-10-02T10:51:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A664338,*J,2013-10-02T10:51:00.000,2013-10-02T10:51:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A664339,*Trey,2013-10-02T10:51:00.000,2013-10-02T10:51:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Black
A664340,Butter,2013-10-02T10:51:00.000,2013-10-02T10:51:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A664336,,2013-10-02T11:04:00.000,2013-10-02T11:04:00.000,16801 Trevin Cv in Manor (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A664337,,2013-10-02T11:04:00.000,2013-10-02T11:04:00.000,16801 Trevin Cv in Manor (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A614012,Lillian,2013-10-02T11:16:00.000,2013-10-02T11:16:00.000,712 Ann Taylor in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A664341,Zooe,2013-10-02T11:46:00.000,2013-10-02T11:46:00.000,511 West Live Oak in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Jack Russell Terrier Mix,White/Tan
A664342,*Miso,2013-10-02T12:10:00.000,2013-10-02T12:10:00.000,Carnation in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Japanese Chin Mix,White/Black
A664348,,2013-10-02T12:18:00.000,2013-10-02T12:18:00.000,4502 S 3Rd St in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A664344,,2013-10-02T12:21:00.000,2013-10-02T12:21:00.000,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Blue
A664345,,2013-10-02T12:21:00.000,2013-10-02T12:21:00.000,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A664346,,2013-10-02T12:21:00.000,2013-10-02T12:21:00.000,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black Tabby/White
A664347,,2013-10-02T12:21:00.000,2013-10-02T12:21:00.000,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
A664349,*Elvira,2013-10-02T12:33:00.000,2013-10-02T12:33:00.000,Ebehart in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Staffordshire Mix,Brown Brindle/White
A594707,*Frisco,2013-10-02T12:36:00.000,2013-10-02T12:36:00.000,Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,German Shepherd/Labrador Retriever,White
A664350,Elvis,2013-10-02T12:41:00.000,2013-10-02T12:41:00.000,Billbrook in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Welsh Terrier Mix,Tan/Brown
A664352,*Romeo,2013-10-02T13:06:00.000,2013-10-02T13:06:00.000,Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Shetland Sheepdog/Italian Greyhound,Sable/White
A664354,Tazz,2013-10-02T13:07:00.000,2013-10-02T13:07:00.000,Lexington St in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Vizsla Mix,Red/White
A664353,Ziggy,2013-10-02T13:22:00.000,2013-10-02T13:22:00.000,7218 Lakecharles Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd/Alaskan Husky,White
A664355,Jewels,2013-10-02T13:31:00.000,2013-10-02T13:31:00.000,1212 E Braker in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Miniature Poodle Mix,Black
A664356,Azul,2013-10-02T13:41:00.000,2013-10-02T13:41:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,7 months,Pit Bull Mix,Blue/White
A663673,Frosty,2013-10-02T14:27:00.000,2013-10-02T14:27:00.000,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Great Pyrenees Mix,White
A664359,*Lula Belle,2013-10-02T14:43:00.000,2013-10-02T14:43:00.000,9225 S 183 in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog/Border Collie,White/Tricolor
A664361,Deeohhgee,2013-10-02T14:47:00.000,2013-10-02T14:47:00.000,11517 Dove Flight in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Tan/Black
A664362,Cowboy,2013-10-02T15:01:00.000,2013-10-02T15:01:00.000,20700 Fm 1431 in Lago Vista (TX),Stray,Normal,Dog,Neutered Male,4 years,Rottweiler,Black/Brown
A664363,,2013-10-02T15:01:00.000,2013-10-02T15:01:00.000,20700  Fm 1431 in Lago Vista (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever/German Shepherd,White
A656761,Gotti,2013-10-02T15:02:00.000,2013-10-02T15:02:00.000,Austin (TX),Public Assist,Normal,Dog,Intact Male,7 years,Pit Bull Mix,Fawn
A664368,Zeus,2013-10-02T15:14:00.000,2013-10-02T15:14:00.000,6202 Melody Ln in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd Mix,Brown/Black
A664370,,2013-10-02T15:16:00.000,2013-10-02T15:16:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Medium Hair Mix,White/Black
A664372,*Halloween,2013-10-02T15:26:00.000,2013-10-02T15:26:00.000,12405 Twin Creek in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A664373,October,2013-10-02T15:26:00.000,2013-10-02T15:26:00.000,12405 Twin Creek in Travis (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Torbie
A664374,*Birch,2013-10-02T15:35:00.000,2013-10-02T15:35:00.000,1307 Zachary'S Way in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White/Brown
A664375,Chevy,2013-10-02T15:52:00.000,2013-10-02T15:52:00.000,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Black
A664377,*Aries,2013-10-02T16:08:00.000,2013-10-02T16:08:00.000,5Th St And Johanna St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Staffordshire Terrier Mix,Blue/White
A653703,*Poodle,2013-10-02T16:30:00.000,2013-10-02T16:30:00.000,1515 Wickersham in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Miniature Poodle,Tan
A663177,,2013-10-02T16:58:00.000,2013-10-02T16:58:00.000,1601 Royal Crest in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,American Bulldog Mix,Brown/White
A664378,Raisin,2013-10-02T17:07:00.000,2013-10-02T17:07:00.000,Stassafras/Elderverry Tea Cove in Travis (TX),Stray,Normal,Dog,Neutered Male,7 years,Chinese Sharpei,Brown
A664379,Miley,2013-10-02T17:32:00.000,2013-10-02T17:32:00.000,Arthur Stiles in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Border Terrier Mix,Brown/White
A664380,,2013-10-02T17:40:00.000,2013-10-02T17:40:00.000,407 Blue Berry in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Medium Hair Mix,Calico
A664382,Chewey,2013-10-02T17:54:00.000,2013-10-02T17:54:00.000,South 183 in Travis (TX),Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,Chocolate
A657832,Serenity,2013-10-02T17:59:00.000,2013-10-02T17:59:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Great Dane/Labrador Retriever,Black/White
A664384,,2013-10-02T18:09:00.000,2013-10-02T18:09:00.000,11913 Elfcroft Dr in Austin (TX),Wildlife,Injured,Other,Unknown,6 months,Raccoon Mix,Brown
A664387,,2013-10-02T18:20:00.000,2013-10-02T18:20:00.000,5002 Blue Spruce in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby
A664388,,2013-10-02T18:20:00.000,2013-10-02T18:20:00.000,5002 Blue Spruce in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
A664386,,2013-10-02T18:36:00.000,2013-10-02T18:36:00.000,8405 Old Bee Cave Rd in Austin (TX),Stray,Sick,Cat,Intact Female,12 years,Domestic Shorthair Mix,Brown Tabby
A664391,Walter,2013-10-02T18:55:00.000,2013-10-02T18:55:00.000,Steck/Mopac in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Harrier Mix,White/Brown
A651982,Amie,2013-10-02T18:59:00.000,2013-10-02T18:59:00.000,Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,Flat Coat Retriever Mix,Black
A664392,Moose,2013-10-02T19:06:00.000,2013-10-02T19:06:00.000,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,7 years,Domestic Medium Hair Mix,Orange Tabby
A664395,*Harry,2013-10-02T21:19:00.000,2013-10-02T21:19:00.000,132 Karen Hill Dr. in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A664399,*Beth,2013-10-03T07:20:00.000,2013-10-03T07:20:00.000,4434 Frontier Trl in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A664421,*Daisy,2013-10-03T10:58:00.000,2013-10-03T10:58:00.000,5409 Ponciana in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Brown
A664425,Simba,2013-10-03T10:59:00.000,2013-10-03T10:59:00.000,1820 Wooten Park Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Tan
A664426,Canelo,2013-10-03T10:59:00.000,2013-10-03T10:59:00.000,1820 Wooten Park Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tan
A664424,Spot,2013-10-03T11:04:00.000,2013-10-03T11:04:00.000,"2212 Pelmera Cove, 78744 in Austin (TX)",Stray,Normal,Dog,Neutered Male,8 years,Chihuahua Shorthair/Mexican Hairless,Red/White
A664428,,2013-10-03T11:26:00.000,2013-10-03T11:26:00.000,507 Mairo St in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A664432,,2013-10-03T11:27:00.000,2013-10-03T11:27:00.000,500 Bastrop Hwy in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle Mix,White
A664430,,2013-10-03T11:29:00.000,2013-10-03T11:29:00.000,5000 Springdale in Austin (TX),Wildlife,Normal,Other,Unknown,9 months,Skunk,Black/White
A664434,Missy,2013-10-03T11:36:00.000,2013-10-03T11:36:00.000,5620 Pinon Vista in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Tan/White
A664435,,2013-10-03T11:51:00.000,2013-10-03T11:51:00.000,21473 Coyote Trl in Lago Vista (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black/White
A664436,,2013-10-03T11:51:00.000,2013-10-03T11:51:00.000,21473 Coyote Trl in Lago Vista (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black/White
A664437,,2013-10-03T11:51:00.000,2013-10-03T11:51:00.000,21473 Coyote Trl in Lago Vista (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White
A664438,,2013-10-03T12:14:00.000,2013-10-03T12:14:00.000,9721 Meadowheath Dr in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon Mix,Black/White
A664439,Batty,2013-10-03T12:38:00.000,2013-10-03T12:38:00.000,Airport/46Th St in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Dachshund/Rat Terrier,White/Black
A664440,*Sunshine,2013-10-03T12:42:00.000,2013-10-03T12:42:00.000,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A664441,Wyatts,2013-10-03T12:42:00.000,2013-10-03T12:42:00.000,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A664442,*Candy Corn,2013-10-03T12:42:00.000,2013-10-03T12:42:00.000,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A664443,Sebastian,2013-10-03T12:42:00.000,2013-10-03T12:42:00.000,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A664444,*Tudor,2013-10-03T12:42:00.000,2013-10-03T12:42:00.000,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A627854,Brownie,2013-10-03T13:05:00.000,2013-10-03T13:05:00.000,Bluff Springs/Mozelle Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Mix,Blue Merle/Brown
A664446,*Riley,2013-10-03T13:06:00.000,2013-10-03T13:06:00.000,6201 E 290 in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair Mix,Orange Tabby
A664448,,2013-10-03T13:09:00.000,2013-10-03T13:09:00.000,2403 Bryan St in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue Tabby
A664449,Roxie,2013-10-03T13:28:00.000,2013-10-03T13:28:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Yorkshire Terrier Mix,Tan
A664450,Miley,2013-10-03T13:28:00.000,2013-10-03T13:28:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Tan
A663948,Pumpkin,2013-10-03T14:00:00.000,2013-10-03T14:00:00.000,12314 Willow Wild in Austin (TX),Public Assist,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Black/White
A648134,Baby,2013-10-03T14:07:00.000,2013-10-03T14:07:00.000,724 Eberhart in Austin (TX),Stray,Injured,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A625774,Jumper,2013-10-03T14:10:00.000,2013-10-03T14:10:00.000,10211 Fm 969 Rd in Travis (TX),Stray,Injured,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow
A664454,,2013-10-03T14:27:00.000,2013-10-03T14:27:00.000,360 And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Pit Bull Mix,White/Brown Brindle
A664455,Diesle,2013-10-03T14:27:00.000,2013-10-03T14:27:00.000,360 And 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix,White/Brown Brindle
A664456,Poe,2013-10-03T14:40:00.000,2013-10-03T14:40:00.000,St. Johns/Bennett Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Anatol Shepherd,White/Brown
A664458,Chevy,2013-10-03T14:44:00.000,2013-10-03T14:44:00.000,2731 Webberville Rd in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Miniature Poodle Mix,White
A664459,Miss Kitty,2013-10-03T14:59:00.000,2013-10-03T14:59:00.000,Austin (TX),Euthanasia Request,Sick,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Brown Tabby/White
A200922,Carlos,2013-10-03T15:47:00.000,2013-10-03T15:47:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,16 years,Dachshund Mix,Black/Tan
A664460,,2013-10-03T16:09:00.000,2013-10-03T16:09:00.000,Airport/Mlk in Austin (TX),Stray,Normal,Dog,Intact Male,15 years,Dachshund Mix,Brown
A664461,,2013-10-03T16:38:00.000,2013-10-03T16:38:00.000,7414 Johnny Morris in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Dachshund Wirehair Mix,Tan
A664462,*Edgar,2013-10-03T16:38:00.000,2013-10-03T16:38:00.000,7414 Johnny Morris in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Leonberger Mix,Brown/White
A664463,Raven,2013-10-03T18:09:00.000,2013-10-03T18:09:00.000,Justin And Burnet in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black
A664464,,2013-10-03T18:34:00.000,2013-10-03T18:34:00.000,14800 Eilers Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Longhair Mix,Tan
A664467,Bandit,2013-10-03T18:45:00.000,2013-10-03T18:45:00.000,23107 Fulkes Ln. in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Labrador Retriever Mix,Gold
A664468,*Jesse,2013-10-03T18:45:00.000,2013-10-03T18:45:00.000,23107 Fulkes Ln. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chesa Bay Retr Mix,Tan/White
A664471,Bosco,2013-10-03T23:32:00.000,2013-10-03T23:32:00.000,302 Broadway St. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Bulldog Mix,White/Black
A664472,*Broadway,2013-10-03T23:32:00.000,2013-10-03T23:32:00.000,302 Broadway St. in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Black
A664473,*Arthur,2013-10-04T00:14:00.000,2013-10-04T00:14:00.000,12119 Tanglebriar Trl in Austin (TX),Stray,Injured,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby
A664474,Charley,2013-10-04T09:53:00.000,2013-10-04T09:53:00.000,51St And Cameron in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A664475,,2013-10-04T10:07:00.000,2013-10-04T10:07:00.000,9506 Springdale Rd in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan
