animal_id,name,datetime,datetime2,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color
A664656,,2013-10-06T18:59:00.000,2013-10-06T18:59:00.000,Whitewing Ave & Covington Dr E in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Australian Kelpie/Labrador Retriever,Tan/Cream
A563450,Oscar,2013-10-06T21:23:00.000,2013-10-06T21:23:00.000,S 5Th & W Gibson in Austin (TX),Stray,Normal,Dog,Neutered Male,11 years,Basset Hound,Tricolor
A595590,Jo,2013-10-07T07:39:00.000,2013-10-07T07:39:00.000,10520 N. Lamar in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Tan
A664658,*Trey,2013-10-07T08:34:00.000,2013-10-07T08:34:00.000,7201 Levander Loop in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A664659,Kira,2013-10-07T10:56:00.000,2013-10-07T10:56:00.000,903 Wagon Trl in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Brown
A664660,*Daisy,2013-10-07T11:02:00.000,2013-10-07T11:02:00.000,Escarpment in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A664661,Lily,2013-10-07T11:02:00.000,2013-10-07T11:02:00.000,Escarpment in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A664662,Scout,2013-10-07T11:05:00.000,2013-10-07T11:05:00.000,Ray  And Means in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Treeing Walker Coonhound Mix,White/Black
A664663,Ruby,2013-10-07T11:05:00.000,2013-10-07T11:05:00.000,Ray  And Means in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Pit Bull Mix,White/Brown
A664666,Red,2013-10-07T11:11:00.000,2013-10-07T11:11:00.000,William Cannon And Circle S Rd in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Australian Cattle Dog Mix,Red Merle
A664665,Avalon,2013-10-07T11:15:00.000,2013-10-07T11:15:00.000,11916  Thompkins Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black
A664667,,2013-10-07T11:22:00.000,2013-10-07T11:22:00.000,14401  Kodiak Ln in Pflugerville (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Cattle Dog Mix,Tricolor
A664668,Bella,2013-10-07T11:22:00.000,2013-10-07T11:22:00.000,14401  Kodiak Ln in Pflugerville (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Cattle Dog Mix,White/Brown
A657415,Perla,2013-10-07T11:29:00.000,2013-10-07T11:29:00.000,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Bull Terrier Mix,White
A664669,*Scottie,2013-10-07T11:49:00.000,2013-10-07T11:49:00.000,6257 Manor Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Rottweiler Mix,Black/Tan
A664672,Roscoe,2013-10-07T12:13:00.000,2013-10-07T12:13:00.000,6417 Tara Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Beagle/American Staffordshire Terrier,White/Tricolor
A652358,Buddy,2013-10-07T12:45:00.000,2013-10-07T12:45:00.000,15208 Fm 969 in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Pit Bull/Mastiff,Brown/White
A646163,*Emmaline,2013-10-07T12:54:00.000,2013-10-07T12:54:00.000,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,10 months,German Shepherd/Alaskan Husky,Red
A664677,,2013-10-07T13:25:00.000,2013-10-07T13:25:00.000,3602 Stoneridge Rd in Austin (TX),Stray,Normal,Cat,Unknown,4 years,Domestic Shorthair Mix,Black/White
A664682,,2013-10-07T14:25:00.000,2013-10-07T14:25:00.000,40 N 35 Towers Of Town Lake in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown
A664683,,2013-10-07T15:05:00.000,2013-10-07T15:05:00.000,1443 Coronado Hills in Austin (TX),Stray,Sick,Cat,Intact Male,4 years,Domestic Shorthair Mix,Black
A664684,,2013-10-07T15:11:00.000,2013-10-07T15:11:00.000,8225 Sam Rayburn Dr. in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Opossum Mix,Gray/Black
A664685,,2013-10-07T15:13:00.000,2013-10-07T15:13:00.000,401 Barrett Ln in Travis (TX),Wildlife,Sick,Other,Unknown,6 months,Bat Mix,Gray
A664688,Apollo,2013-10-07T15:25:00.000,2013-10-07T15:25:00.000,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,German Shepherd Mix,Brown/Black
A664690,Dexter,2013-10-07T16:05:00.000,2013-10-07T16:05:00.000,7109 Fred Morse Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Catahoula Mix,Blue Merle
A664692,Max,2013-10-07T16:28:00.000,2013-10-07T16:28:00.000,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Russian Blue Mix,Blue
A664695,Jake,2013-10-07T17:16:00.000,2013-10-07T17:16:00.000,1700 Teri Rd in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,American Foxhound Mix,Brown/White
A664697,Jezzabelle,2013-10-07T17:45:00.000,2013-10-07T17:45:00.000,9814 Rodriguez Rd in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Border Terrier Mix,White/Tan
A664708,,2013-10-07T18:13:00.000,2013-10-07T18:13:00.000,4300 Mt Vernon Dr in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A664711,,2013-10-07T18:33:00.000,2013-10-07T18:33:00.000,10000 N Lamar in Austin (TX),Stray,Sick,Cat,Intact Female,5 years,Himalayan Mix,Tortie Point
A664712,,2013-10-07T18:38:00.000,2013-10-07T18:38:00.000,Hwy 183 in Austin (TX),Stray,Injured,Dog,Unknown,4 weeks,Chow Chow Mix,Black/Brown
A664710,,2013-10-07T18:38:00.000,2013-10-07T18:38:00.000,Levander And Airport in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Labrador Retriever Mix,Yellow
A664689,,2013-10-08T00:45:00.000,2013-10-08T00:45:00.000,8300 N Fm 620 in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A664714,*Bruce,2013-10-08T08:20:00.000,2013-10-08T08:20:00.000,10420 812 in Del Valle (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Blue/White
A664715,Leroy,2013-10-08T10:24:00.000,2013-10-08T10:24:00.000,45Th And Red River in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Basset Hound,Tricolor
A664716,*Harvey,2013-10-08T10:48:00.000,2013-10-08T10:48:00.000,Westgate And Cameron Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
A664717,,2013-10-08T10:56:00.000,2013-10-08T10:56:00.000,Austin (TX),Public Assist,Normal,Other,Intact Male,1 year,Raccoon Mix,Black/Brown
A664718,Ibu,2013-10-08T11:11:00.000,2013-10-08T11:11:00.000,E Riverside Dr/S Pleasant Valley Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Italian Greyhound/Cavalier Span,Red/White
A664427,Malika,2013-10-08T11:17:00.000,2013-10-08T11:17:00.000,900 Bodgers Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Vizsla Mix,Red
A653370,Princess,2013-10-08T11:32:00.000,2013-10-08T11:32:00.000,10509B Macmora Rd in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Pit Bull Mix,White/Blue
A664719,Andie,2013-10-08T11:34:00.000,2013-10-08T11:34:00.000,14000 Harris Ridge Blvd in Pflugerville (TX),Stray,Normal,Dog,Intact Female,1 year,Jack Russell Terrier/Brittany,Red/White
A664720,Delilah,2013-10-08T11:57:00.000,2013-10-08T11:57:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 years,Border Collie/Parson Russell Terrier,Brown Brindle/White
A664722,*Blackberry,2013-10-08T11:57:00.000,2013-10-08T11:57:00.000,2012 Jones Rd A in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A664724,Banjo,2013-10-08T12:08:00.000,2013-10-08T12:08:00.000,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Ferret,Gray/White
A659894,Reesie,2013-10-08T12:09:00.000,2013-10-08T12:09:00.000,6405 Circle S Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Tricolor
A664723,,2013-10-08T12:10:00.000,2013-10-08T12:10:00.000,9016 Yucca Mountain Rd in Austin (TX),Stray,Sick,Cat,Intact Female,7 years,Domestic Shorthair Mix,Calico
A664681,Pooffy,2013-10-08T12:27:00.000,2013-10-08T12:27:00.000,900 Cumberland #B in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Brown
A662830,Bella,2013-10-08T12:44:00.000,2013-10-08T12:44:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Border Terrier Mix,Red/White
A664725,Gunner,2013-10-08T12:51:00.000,2013-10-08T12:51:00.000,1400 Theodora Cv in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Flat Coat Retriever Mix,Black
A664726,,2013-10-08T12:55:00.000,2013-10-08T12:55:00.000,4106 N. Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black
A664729,,2013-10-08T13:11:00.000,2013-10-08T13:11:00.000,1600 Bluewood Ln in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Boston Terrier Mix,Black/White
A658013,*Marcos,2013-10-08T13:23:00.000,2013-10-08T13:23:00.000,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Blue Lacy Mix,Blue/White
A664097,Remmy,2013-10-08T13:46:00.000,2013-10-08T13:46:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,9 months,Pointer Mix,Black/White
A664730,*Charlie,2013-10-08T14:01:00.000,2013-10-08T14:01:00.000,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Australian Kelpie/Miniature Pinscher,Black/Brown
A664732,Momma,2013-10-08T14:01:00.000,2013-10-08T14:01:00.000,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Blue Tabby/White
A664733,,2013-10-08T14:01:00.000,2013-10-08T14:01:00.000,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A664734,,2013-10-08T14:01:00.000,2013-10-08T14:01:00.000,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A664735,,2013-10-08T14:01:00.000,2013-10-08T14:01:00.000,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A664736,,2013-10-08T14:01:00.000,2013-10-08T14:01:00.000,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A664737,Jack,2013-10-08T14:33:00.000,2013-10-08T14:33:00.000,8103 Nottaway Cv in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Red/White
A664738,*Chelsea,2013-10-08T15:01:00.000,2013-10-08T15:01:00.000,E Riverside Dr And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix,Brown Brindle/White
A664740,,2013-10-08T15:10:00.000,2013-10-08T15:10:00.000,6712 Canal St in Austin (TX),Stray,Sick,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black Tabby
A664742,Angel,2013-10-08T15:16:00.000,2013-10-08T15:16:00.000,Walsh Tarlton in Travis (TX),Stray,Normal,Dog,Intact Female,4 years,Dachshund Mix,Black/White
A664702,Harley,2013-10-08T15:30:00.000,2013-10-08T15:30:00.000,Brodie Ln/Hwy 290 in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,American Bulldog Mix,White
A645599,Lily,2013-10-08T15:30:00.000,2013-10-08T15:30:00.000,Brodie Ln/Hwy 290 in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,White/Black
A664741,,2013-10-08T15:32:00.000,2013-10-08T15:32:00.000,8003 Decker Ln in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A664743,*Shadow,2013-10-08T15:33:00.000,2013-10-08T15:33:00.000,Teri Rd And Hwy 71 in Austin (TX),Stray,Injured,Dog,Intact Female,9 months,Labrador Retriever Mix,Black
A604955,Pollydoodle,2013-10-08T15:48:00.000,2013-10-08T15:48:00.000,9308 Fm 969 in Travis (TX),Stray,Normal,Dog,Spayed Female,3 years,American Staffordshire Terrier Mix,Brown Brindle/White
A664745,Melady,2013-10-08T16:12:00.000,2013-10-08T16:12:00.000,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Golden Retriever,Gold
A664746,Tulley,2013-10-08T16:20:00.000,2013-10-08T16:20:00.000,Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Tan/White
A664747,Lincoln,2013-10-08T16:33:00.000,2013-10-08T16:33:00.000,6112 Caddie in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Collie Rough/Australian Cattle Dog,White/Brown
A664748,*Stubbs,2013-10-08T16:46:00.000,2013-10-08T16:46:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A664749,*Andante,2013-10-08T16:46:00.000,2013-10-08T16:46:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A664750,*Harmony,2013-10-08T16:46:00.000,2013-10-08T16:46:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue
A664751,*Adelaide,2013-10-08T16:46:00.000,2013-10-08T16:46:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie/White
A664752,*Melody,2013-10-08T16:46:00.000,2013-10-08T16:46:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A664753,,2013-10-08T16:46:00.000,2013-10-08T16:46:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
A664754,,2013-10-08T16:46:00.000,2013-10-08T16:46:00.000,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black
A664756,Gucci,2013-10-08T16:51:00.000,2013-10-08T16:51:00.000,S Congress Ave/Industrial Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Tan
A664757,Boo Boo,2013-10-08T16:51:00.000,2013-10-08T16:51:00.000,S Congress Ave/Industrial Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Tan
A664758,*Jack,2013-10-08T17:10:00.000,2013-10-08T17:10:00.000,6504 S 1St St Unit 103 in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,Snowshoe Mix,Seal Point
A664760,,2013-10-08T17:10:00.000,2013-10-08T17:10:00.000,6504 S 1St St Unit 103 in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A664761,,2013-10-08T17:10:00.000,2013-10-08T17:10:00.000,6504 S 1St St Unit 103 in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A664767,Tasha Yar,2013-10-08T17:25:00.000,2013-10-08T17:25:00.000,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Plott Hound/Pit Bull,Brown Brindle/White
A664768,*Whit,2013-10-08T17:33:00.000,2013-10-08T17:33:00.000,Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Pit Bull,White
A664770,*Frosty,2013-10-08T17:46:00.000,2013-10-08T17:46:00.000,6808 Felipe Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Australian Cattle Dog Mix,Blue Merle/Cream
A664686,Rock,2013-10-08T18:03:00.000,2013-10-08T18:03:00.000,16001 Parkway Dr in Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Black
A663168,Archer,2013-10-08T18:14:00.000,2013-10-08T18:14:00.000,Holly And Chicon in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle
A664779,*Lacey,2013-10-08T18:19:00.000,2013-10-08T18:19:00.000,6903 Hewers Dr in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Black/Tan Hound/Labrador Retriever,Black/Tan
A664780,Jade,2013-10-08T18:19:00.000,2013-10-08T18:19:00.000,6903 Hewers Dr in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever/Black/Tan Hound,Black
A664781,Truman,2013-10-08T18:19:00.000,2013-10-08T18:19:00.000,6903 Hewers Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever/Black/Tan Hound,Black/White
A664782,*Lucille,2013-10-08T18:19:00.000,2013-10-08T18:19:00.000,6903 Hewers Dr in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever/Black/Tan Hound,Yellow
A664783,*Leland,2013-10-08T18:19:00.000,2013-10-08T18:19:00.000,6903 Hewers Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever/Black/Tan Hound,Fawn
A664777,*Billy,2013-10-08T18:20:00.000,2013-10-08T18:20:00.000,N Ih 35 And Puryear Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Yorkshire Terrier/Chihuahua Shorthair,Black/Tan
A664776,,2013-10-08T18:30:00.000,2013-10-08T18:30:00.000,14850 Harris Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown/White
A664778,Brutus,2013-10-08T18:35:00.000,2013-10-08T18:35:00.000,Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Pit Bull/Boxer,Brown/White
A664774,Coal,2013-10-08T19:24:00.000,2013-10-08T19:24:00.000,Red River in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 month,Pit Bull Mix,Blue/White
A664786,,2013-10-08T23:10:00.000,2013-10-08T23:10:00.000,2901 Gardne St. in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Bat Mix,Brown
A664794,,2013-10-09T10:57:00.000,2013-10-09T10:57:00.000,Austin (TX),Stray,Other,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Orange Tabby
A569218,Emily,2013-10-09T10:59:00.000,2013-10-09T10:59:00.000,Gunter in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black/White
A664795,Zilla,2013-10-09T11:02:00.000,2013-10-09T11:02:00.000,East 12Th in Austin (TX),Stray,Normal,Dog,Neutered Male,10 months,Yorkshire Terrier/Miniature Schnauzer,Gray/Tan
A664797,,2013-10-09T11:16:00.000,2013-10-09T11:16:00.000,1317 Successor Rd in Travis (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
A664798,Angel,2013-10-09T11:25:00.000,2013-10-09T11:25:00.000,1310 Byers in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Redbone Hound Mix,Red/Black
A664799,,2013-10-09T11:28:00.000,2013-10-09T11:28:00.000,115 Sandra Muraida Way in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A664800,,2013-10-09T11:37:00.000,2013-10-09T11:37:00.000,Cherry Dale And Cherry Meadow in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A663722,Jj,2013-10-09T12:11:00.000,2013-10-09T12:11:00.000,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A663723,Tornado,2013-10-09T12:11:00.000,2013-10-09T12:11:00.000,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A663220,Jolene,2013-10-09T12:13:00.000,2013-10-09T12:13:00.000,8100 Canoga in Travis (TX),Stray,Normal,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,White/Brown
A664804,Titi,2013-10-09T12:19:00.000,2013-10-09T12:19:00.000,2703 Crownover St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan
A664807,Lily,2013-10-09T12:30:00.000,2013-10-09T12:30:00.000,Lake Creek Pkwy And 620 in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Cocker Spaniel,Chocolate/Gray
A664805,*Lydia,2013-10-09T12:31:00.000,2013-10-09T12:31:00.000,Capitol Drive/East in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Pit Bull Mix,White/Brown
A664813,,2013-10-09T12:44:00.000,2013-10-09T12:44:00.000,14703 Debra Dr in Austin (TX),Stray,Normal,Dog,Intact Female,8 years,English Springer Spaniel Mix,Liver/White
A664812,Blue,2013-10-09T12:47:00.000,2013-10-09T12:47:00.000,6104 Asa Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A664814,,2013-10-09T12:54:00.000,2013-10-09T12:54:00.000,421 Thompson #2 in Austin (TX),Stray,Pregnant,Dog,Intact Female,1 year,Chihuahua Shorthair/Rat Terrier,White/Brown
A664816,Tango,2013-10-09T13:24:00.000,2013-10-09T13:24:00.000,11409 Lapoymar St in Manor (TX),Stray,Normal,Dog,Neutered Male,5 months,Redbone Hound Mix,Brown/Black
A569821,Autumn,2013-10-09T13:24:00.000,2013-10-09T13:24:00.000,11409 Lapoymar St in Manor (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Brown/White
A664707,Stevie,2013-10-09T13:47:00.000,2013-10-09T13:47:00.000,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8 months,Border Collie Mix,Black/White
A664818,Levi,2013-10-09T13:55:00.000,2013-10-09T13:55:00.000,7402 Crystalbrook Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black
A664819,*Carl,2013-10-09T13:55:00.000,2013-10-09T13:55:00.000,7402 Crystalbrook Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Staffordshire Mix,Blue/White
A664820,*Joe,2013-10-09T14:04:00.000,2013-10-09T14:04:00.000,Scurry And Tedford in Austin (TX),Stray,Aged,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Black/White
A664825,Jordan,2013-10-09T15:06:00.000,2013-10-09T15:06:00.000,10703 San Jose in Del Valle (TX),Stray,Normal,Dog,Intact Male,2 years,Cocker Spaniel Mix,Buff/Tan
A664824,Bella,2013-10-09T15:06:00.000,2013-10-09T15:06:00.000,10703 San Jose in Del Valle (TX),Stray,Normal,Dog,Intact Female,5 years,German Shepherd Mix,Black
A445694,Vegas,2013-10-09T15:25:00.000,2013-10-09T15:25:00.000,Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Boxer/Beagle,White/Brown
A664830,,2013-10-09T15:34:00.000,2013-10-09T15:34:00.000,15043 Savannah Heights in Travis (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Brown/Black
A664831,,2013-10-09T16:23:00.000,2013-10-09T16:23:00.000,4106 N Lamar in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue
A647165,Angel,2013-10-09T17:24:00.000,2013-10-09T17:24:00.000,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Siamese Mix,Seal Point
A664834,,2013-10-09T17:48:00.000,2013-10-09T17:48:00.000,7200 Duval St. in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
A664835,,2013-10-09T17:48:00.000,2013-10-09T17:48:00.000,901 W 9Th St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Siamese Mix,Lynx Point
A664837,,2013-10-09T17:48:00.000,2013-10-09T17:48:00.000,901 W 9Th St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A664838,,2013-10-09T17:48:00.000,2013-10-09T17:48:00.000,901 W 9Th St in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Siamese Mix,Lynx Point
A664836,*Heidi,2013-10-09T17:58:00.000,2013-10-09T17:58:00.000,Gunter in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Boxer/Pit Bull,Chocolate/White
A664840,*Janie,2013-10-09T18:26:00.000,2013-10-09T18:26:00.000,1306 March Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Catahoula/Australian Cattle Dog,Red/White
A664841,Rusty,2013-10-09T18:32:00.000,2013-10-09T18:32:00.000,8702 Canoga Ave in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Queensland Heeler Mix,Black/White
A664784,Patch,2013-10-09T18:37:00.000,2013-10-09T18:37:00.000,Cesar Chavez And Lamar in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull/Boxer,Red/White
A664842,*June,2013-10-09T18:39:00.000,2013-10-09T18:39:00.000,14703 Menifee St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown/White
A664843,Sherlock,2013-10-09T18:39:00.000,2013-10-09T18:39:00.000,14703 Menifee St in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Pit Bull Mix,Brown/White
A664844,Watson,2013-10-09T18:39:00.000,2013-10-09T18:39:00.000,14703 Menifee St in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Pit Bull Mix,White/Tan
A664845,*Gatsby,2013-10-09T19:07:00.000,2013-10-09T19:07:00.000,Thompson Ln in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Boxer/Pit Bull,White
A664851,*Minkus,2013-10-09T20:06:00.000,2013-10-09T20:06:00.000,William Cannon in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Australian Cattle Dog,Black/White
A664853,,2013-10-10T02:43:00.000,2013-10-10T02:43:00.000,901 E. Ben White in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Bat Mix,Brown
A664854,,2013-10-10T02:43:00.000,2013-10-10T02:43:00.000,901 E. Ben White in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Bat Mix,Brown
A664857,,2013-10-10T07:47:00.000,2013-10-10T07:47:00.000,Old Bee Caves And Hwy 71 in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black/White
A636828,Boss,2013-10-10T10:14:00.000,2013-10-10T10:14:00.000,Euth Request in Austin (TX),Euthanasia Request,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A664867,*Xenia,2013-10-10T10:39:00.000,2013-10-10T10:39:00.000,Lamar And Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair/Manchester Terrier,Black/Tan
A664868,Olive,2013-10-10T10:39:00.000,2013-10-10T10:39:00.000,Lamar And Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Australian Kelpie/Chihuahua Shorthair,Black
A664869,*Ollie,2013-10-10T11:00:00.000,2013-10-10T11:00:00.000,"Round Mtn & Bingham Cr Rd, Leander in Austin (TX)",Stray,Normal,Dog,Intact Male,3 years,Australian Cattle Dog Mix,Red/White
